# ID,name,RA,dec,mag
794,,0.164347,8.453169,8.640
795,,0.164387,11.416198,8.420
796,,0.164474,-62.296794,6.340
797,,0.164562,51.423020,7.930
798,,0.164570,12.710828,8.360
799,,0.164681,-50.267822,8.320
800,,0.165277,4.832508,7.770
801,,0.165283,-2.561266,6.840
802,,0.165664,-78.590600,8.780
803,,0.165767,-44.666440,7.190
804,,0.165865,4.166104,8.500
805,,0.165952,8.576941,8.820
806,,0.166010,43.438358,9.040
807,,0.166142,-65.357110,7.930
808,,0.166416,-25.874708,7.660
809,,0.166811,-28.482428,10.070
810,,0.167122,44.109662,9.030
811,,0.167278,11.145813,5.540
812,,0.167293,-82.224047,5.290
813,,0.167393,-63.296770,8.130
814,,0.167553,46.390314,7.510
815,,0.167559,-77.480424,9.080
816,,0.167591,-8.974153,7.100
817,,0.167895,-79.001848,7.880
818,,0.167948,86.023058,9.400
819,,0.167993,33.539441,9.060
820,,0.168128,84.151992,8.380
821,,0.168127,38.414928,10.650
822,,0.168192,25.197908,7.770
823,,0.168522,50.806826,8.500
824,,0.168534,47.306836,8.610
825,,0.168541,-28.337793,10.050
826,,0.168684,39.648891,8.710
827,,0.168857,-15.177119,9.370
828,,0.168888,-78.300717,6.970
829,,0.169259,-49.143374,8.560
830,,0.169487,-33.281048,9.340
831,,0.169558,-19.983579,9.470
832,,0.169580,64.646715,8.110
833,,0.170285,25.526753,8.910
834,,0.170584,60.026047,7.830
835,,0.171197,50.884898,8.950
836,,0.171239,52.255137,7.200
837,,0.171641,-70.836895,9.370
838,,0.171908,-5.248588,5.840
839,,0.172012,46.072272,5.010
840,,0.172380,-22.769172,9.810
841,,0.172452,18.650378,9.270
842,,0.172592,-48.143583,9.500
843,,0.172999,-43.522923,9.320
844,,0.173076,-13.983955,8.920
845,,0.173069,-11.785853,8.380
846,,0.173373,58.489480,7.740
847,,0.173593,-6.039720,8.600
848,,0.173797,-30.479083,9.490
849,,0.173979,-14.452334,8.350
850,,0.174100,28.652881,7.110
851,,0.174292,-73.649427,9.870
852,,0.174561,13.594960,8.980
853,,0.174721,51.912346,7.750
854,,0.174882,15.231770,8.240
855,,0.174909,57.165494,6.740
856,,0.175667,33.130884,6.830
857,,0.176177,52.316709,7.700
858,,0.176293,59.673407,6.700
859,,0.176851,-41.118642,8.670
860,,0.177097,-49.281497,9.940
861,,0.177182,-63.634331,8.730
862,,0.177257,16.844023,9.630
863,,0.177328,-73.224389,6.660
864,,0.177431,56.056125,8.290
865,,0.177535,12.820231,8.470
866,,0.177575,2.300681,8.160
867,,0.177974,13.223001,8.970
868,,0.177979,2.055542,7.510
869,,0.178352,54.891493,8.970
870,,0.178462,-54.400334,8.550
871,,0.178565,-12.579897,5.840
872,,0.179206,58.018308,7.850
873,,0.179408,-38.768916,8.680
874,,0.179539,55.342807,8.050
875,,0.179545,58.769516,8.270
876,,0.179568,-21.933595,7.680
877,,0.179651,-73.507493,9.400
878,,0.179681,37.473902,7.770
879,,0.179692,-34.860715,6.890
880,,0.179777,32.242575,7.550
881,,0.179827,-57.486396,8.270
882,,0.180038,51.177861,8.160
883,,0.180094,49.010749,8.070
884,,0.180135,30.685621,7.910
885,,0.181524,-13.902804,7.710
886,,0.181677,-31.215305,10.160
887,,0.182227,48.110407,8.410
888,,0.182222,-42.251602,8.880
889,,0.182230,64.963177,9.640
890,,0.182482,-2.074563,7.930
891,,0.182763,-18.572934,7.780
892,,0.182818,52.442739,8.900
893,,0.183721,29.550458,8.550
894,,0.184351,13.750385,9.150
895,,0.184614,-5.783970,10.860
896,,0.184619,5.208830,11.550
897,,0.184584,-10.877867,9.080
898,,0.184902,4.133093,7.440
899,,0.185251,26.337961,10.350
900,,0.185520,57.587941,6.680
901,,0.185783,-87.414226,8.850
902,,0.185841,-7.376272,8.900
903,,0.185928,49.546654,8.240
904,,0.186013,-3.321389,6.740
905,,0.187307,6.180449,10.750
906,,0.187433,10.636043,8.440
907,,0.187687,7.948144,7.690
908,,0.187739,-15.467977,4.890
909,,0.188231,-20.725211,11.800
910,,0.188197,-29.640517,8.880
911,,0.188291,-40.372691,7.700
912,,0.188343,-32.800438,8.600
913,,0.188775,-32.403882,8.440
914,,0.189173,58.349916,9.500
915,,0.189380,50.843077,9.030
916,,0.189464,74.484543,7.150
917,,0.189561,30.449575,7.950
918,,0.190120,23.818224,8.230
919,,0.190127,-8.359062,9.810
920,,0.191480,-18.706899,8.480
921,,0.191505,35.931082,9.330
922,,0.191899,-49.629299,8.970
923,,0.191944,-1.123352,8.080
924,,0.191980,40.398952,7.470
925,,0.192070,-55.749678,8.340
926,,0.192097,-34.460093,7.750
927,,0.192482,-58.909841,8.340
928,,0.192894,-27.799737,5.410
929,,0.193114,-3.078025,7.560
930,,0.193145,-18.600657,6.930
931,,0.193215,7.121490,10.030
932,,0.193232,33.680297,8.690
933,,0.193257,-57.472549,9.040
934,,0.193247,-5.068164,8.320
935,,0.193449,-23.632360,7.850
936,,0.193534,-80.173734,7.210
937,,0.193558,-17.968919,8.980
938,,0.193652,58.211829,7.090
939,,0.193687,-72.275491,8.850
940,,0.193737,63.443136,9.210
941,,0.193737,10.328334,8.610
942,,0.193911,-49.656027,7.910
943,,0.194149,55.961461,7.470
944,,0.194392,28.225166,8.650
945,,0.194673,-9.702800,8.530
946,,0.194867,-39.229949,9.920
947,,0.194953,54.335498,8.090
948,,0.195552,-35.133119,5.240
949,,0.195762,57.271520,7.060
950,,0.196050,27.510190,8.450
951,,0.196424,-33.234119,8.730
952,,0.196536,9.139962,7.450
953,,0.196723,-17.557723,9.020
954,,0.197259,28.423347,7.510
955,,0.197344,66.126345,7.320
956,,0.197396,-54.209942,8.170
957,,0.197453,50.989259,9.450
958,,0.197489,-19.703307,9.720
959,,0.197494,-35.546998,9.340
960,,0.198331,-11.164912,8.750
961,,0.198534,-33.037406,9.320
962,,0.198554,-22.817689,7.910
963,,0.198715,-75.476828,7.490
964,,0.198910,-42.172144,6.530
965,,0.199741,48.152396,6.180
966,,0.199805,-0.229701,8.690
967,,0.200381,23.471749,6.580
968,,0.200388,-54.750881,7.800
969,,0.200403,28.606500,7.190
970,,0.200541,48.680136,8.170
971,,0.200839,-13.813179,6.560
972,,0.201112,27.098954,8.730
973,,0.201451,-58.525166,7.620
974,,0.201533,-7.088720,8.660
975,,0.201689,-54.365396,8.680
976,,0.201684,39.038845,8.200
977,,0.201693,-7.702010,8.960
978,,0.201897,47.491101,7.360
979,,0.202242,53.623888,6.870
980,,0.202430,48.182251,7.600
981,,0.202773,-17.938278,5.290
982,,0.202871,46.774907,9.120
983,,0.203599,-27.784540,8.250
984,,0.203865,39.901578,7.430
985,,0.203871,-15.164624,8.880
986,,0.204388,43.818205,7.950
987,,0.204410,22.556735,7.690
988,,0.204795,-50.700363,8.940
989,,0.205107,-40.645637,10.580
990,,0.205481,-57.505973,10.050
991,,0.206157,-8.709774,8.880
992,,0.207026,-61.605825,9.000
993,,0.207329,45.959587,8.240
994,,0.207868,20.234345,8.180
995,,0.208285,-56.413342,9.910
996,,0.208318,32.203913,8.880
997,,0.208418,14.563523,8.440
998,,0.208406,-22.067316,8.730
999,,0.208593,-32.320774,9.120
1000,,0.208879,-52.333503,9.230
1001,,0.209115,-30.859837,8.660
1002,,0.209156,24.636369,8.880
1003,,0.209210,-11.692983,8.140
1004,,0.209306,21.713437,11.670
1005,,0.209341,44.590743,7.440
1006,,0.209356,-88.362869,7.220
1007,,0.209484,44.707195,6.500
1008,,0.209765,-36.486019,10.070
1009,,0.209947,44.316313,7.010
1010,,0.210211,-13.610153,8.150
1011,,0.210807,-26.853062,7.950
1012,,0.210828,39.287970,8.180
1013,,0.210961,9.527802,10.720
1014,,0.210997,-59.507970,9.560
1015,,0.211071,-61.312651,8.510
1016,,0.211204,-1.227195,7.220
1017,,0.211271,-43.164490,7.530
1018,,0.211513,19.771210,9.270
1019,,0.212080,65.545225,10.780
1020,,0.212495,4.975312,9.850
1021,,0.212565,57.227540,7.340
1022,,0.212728,31.309666,9.550
1023,,0.212904,27.109143,8.190
1024,,0.213338,46.095405,6.630
1025,,0.213479,15.560413,8.630
1026,,0.213784,-31.897592,8.800
1027,,0.213850,-47.513532,9.860
1028,,0.213957,37.693656,6.710
1029,,0.213975,-57.912609,7.220
1030,,0.214835,-22.264277,8.490
1031,,0.215316,-3.381546,7.370
1032,,0.215467,-23.678975,10.510
1033,,0.215799,35.607200,8.840
1034,,0.216458,66.322069,10.540
1035,,0.216572,29.392919,8.390
1036,,0.216687,12.330953,8.190
1037,,0.216764,55.859005,7.940
1038,,0.216799,2.949643,8.620
1039,,0.216952,72.521968,10.590
1040,,0.216998,62.728080,7.800
1041,,0.217167,49.926524,7.170
1042,,0.217386,-45.176767,10.740
1043,,0.217686,-24.954695,10.100
1044,,0.217755,-22.470173,6.660
1045,,0.217808,-23.939079,9.940
1046,,0.217856,35.291547,7.690
1047,,0.217950,37.418614,7.620
1048,,0.218066,5.631412,11.440
1049,,0.218332,20.190357,8.750
1050,,0.218969,-7.682486,7.580
1051,,0.219034,84.044212,9.020
1052,,0.219131,-22.935506,9.030
1053,,0.219212,20.382430,10.410
1054,,0.219307,16.921456,6.520
1055,,0.219317,-27.813516,8.170
1056,,0.219451,-43.065172,7.570
1057,,0.219917,11.726330,10.010
1058,,0.219993,-30.349854,10.680
1059,,0.220035,21.405282,8.390
1060,,0.220039,-5.242054,8.050
1061,,0.220190,62.040878,6.630
1062,,0.220306,20.752754,9.170
1063,,0.220462,-17.184679,7.550
1064,,0.220502,-37.822873,7.210
1065,Algenib,0.220598,15.183596,2.830
1066,,0.220849,69.326881,12.490
1067,,0.220963,-26.325331,7.440
1068,,0.221475,19.521240,8.830
1069,,0.221576,-23.732510,7.980
1070,,0.221754,-20.618703,7.450
1071,,0.222045,8.929866,7.720
1072,,0.222099,-84.993978,5.780
1073,,0.222368,49.723376,7.320
1074,,0.223312,26.987545,6.240
1075,,0.223388,65.613460,10.240
1076,,0.223506,19.071340,9.860
1077,,0.224073,27.044015,8.720
1078,,0.224200,68.248218,10.880
1079,,0.224477,-59.905213,8.440
1080,,0.224458,-0.148743,10.680
1081,,0.224752,-36.828702,10.770
1082,,0.225126,-65.944475,8.840
1083,,0.225250,-40.358263,9.050
1084,,0.225240,41.035370,5.710
1085,,0.225673,0.846962,9.580
1086,,0.226113,-29.575694,8.580
1087,,0.226728,36.170911,8.200
1088,,0.226934,47.193267,7.980
1089,,0.226959,-68.197676,9.220
1090,,0.227210,80.665782,11.140
1091,,0.227404,42.949390,7.260
1092,,0.227576,-28.300720,10.960
1093,,0.227913,6.580395,8.650
1094,,0.228401,-26.022345,5.940
1095,,0.228451,-49.198408,8.990
1096,,0.228617,18.635725,8.080
1097,,0.228994,-26.284959,6.140
1098,,0.229012,52.658726,8.590
1099,,0.229193,-48.684187,6.970
1100,,0.229303,-23.214784,6.860
1101,,0.229362,8.193504,7.410
1102,,0.229503,54.464591,8.730
1103,,0.229575,64.864866,8.070
1104,,0.229603,-48.432804,8.540
1105,,0.229882,1.383586,6.790
1106,,0.230169,16.580590,8.960
1107,,0.230382,17.918199,9.080
1108,,0.230429,25.551942,9.480
1109,,0.230621,36.860273,8.900
1110,,0.230650,-52.570978,9.090
1111,,0.231355,-74.688288,8.760
1112,,0.231397,-56.999679,7.150
1113,,0.232112,-17.545369,7.390
1114,,0.232204,-52.545733,8.930
1115,,0.232219,-9.742494,8.740
1116,,0.232275,59.999319,6.910
1117,,0.233361,-10.953673,9.420
1118,,0.233675,-3.908824,7.410
1119,,0.233690,0.868685,9.220
1120,,0.233842,41.983232,8.790
1121,,0.233967,33.206039,6.220
1122,,0.234046,76.026999,7.170
1123,,0.234130,44.512075,8.400
1124,,0.234462,-0.033365,8.600
1125,,0.234469,-74.912002,6.970
1126,,0.234502,-43.188889,10.110
1127,,0.234576,-11.311587,8.360
1128,,0.234863,6.878096,9.230
1129,,0.234995,73.390932,8.250
1130,,0.235175,60.720352,7.700
1131,,0.235840,26.258798,7.000
1132,,0.236182,-7.199124,7.320
1133,,0.236475,13.552338,8.600
1134,,0.236694,-26.097434,10.250
1135,,0.236967,35.418084,8.080
1136,,0.237008,-35.808402,7.840
1137,,0.237340,55.283235,7.700
1138,,0.237419,-55.069662,6.660
1139,,0.237949,-8.832541,7.990
1140,,0.238468,-68.918642,8.200
1141,,0.238669,52.860980,7.840
1142,,0.238946,-27.531430,7.420
1143,,0.239012,-1.184661,10.200
1144,,0.239114,-62.771951,6.630
1145,,0.239112,-21.196962,6.890
1146,,0.239287,60.341697,8.510
1147,,0.239300,4.885832,9.000
1148,,0.239518,-28.934665,9.420
1149,,0.239551,76.022167,7.720
1150,,0.239892,43.845938,8.170
1151,,0.240129,-2.197997,7.190
1152,,0.240421,-27.169907,8.930
1153,,0.240469,-40.420167,8.080
1154,,0.240864,16.640844,8.230
1155,,0.240967,50.302383,8.310
1156,,0.241008,-7.780532,5.130
1157,,0.241032,-55.696753,10.170
1158,,0.241080,-18.431496,9.540
1159,,0.241118,-14.431785,6.950
1160,,0.241179,56.252932,9.170
1161,,0.241769,-16.671764,8.850
1162,,0.242702,41.032642,6.680
1163,,0.243051,-47.881425,8.770
1164,,0.243217,-31.023336,9.490
1165,,0.243241,53.827559,8.270
1166,,0.243378,20.206702,4.790
1167,,0.243490,1.296839,7.030
1168,,0.244005,-46.617228,8.690
1169,,0.244005,-18.932866,4.440
1170,,0.244123,-43.831163,8.900
1171,,0.244188,-39.794277,9.180
1172,,0.244247,12.236371,9.100
1173,,0.244461,-33.045956,8.710
1174,,0.244572,-14.805240,6.630
1175,,0.244711,-12.748218,7.920
1176,,0.244840,51.616864,8.100
1177,,0.244864,3.363891,8.670
1178,,0.245199,64.566159,8.400
1179,,0.245635,-46.033415,7.130
1180,,0.246042,-39.243213,11.830
1181,,0.246458,-28.975074,10.220
1182,,0.246618,62.196265,8.490
1183,,0.246725,-14.177699,6.820
1184,,0.246995,-37.609062,9.890
1185,,0.247173,-28.987365,10.040
1186,,0.247218,23.793434,8.620
1187,,0.247267,-0.302953,8.120
1188,,0.248173,-32.152777,8.010
1189,,0.248476,-9.569571,5.770
1190,,0.248823,-3.027412,6.640
1191,,0.248860,22.284225,6.250
1192,,0.248980,21.542112,7.060
1193,,0.249515,-34.904223,6.170
1194,,0.249677,8.820962,6.020
1195,,0.249794,8.818271,7.580
1196,,0.250000,-36.160395,8.100
1197,,0.250001,5.588272,8.410
1198,,0.250300,66.113946,8.160
1199,,0.250387,-16.054693,8.990
1200,,0.250529,54.078441,7.680
1201,,0.250996,-33.584086,9.090
1202,,0.251111,52.639601,7.670
1203,,0.251222,33.572126,9.720
1204,,0.251274,-68.530100,8.570
1205,,0.251883,33.030459,7.340
1206,,0.251930,31.535725,6.340
1207,,0.252046,61.767198,8.440
1208,,0.252213,-29.006394,9.090
1209,,0.252553,34.868176,7.990
1210,,0.252670,-44.650581,9.140
1211,,0.252726,58.424291,9.910
1212,,0.252741,17.691672,8.980
1213,,0.252934,27.283440,6.350
1214,,0.253088,78.017305,8.170
1215,,0.253403,-68.849581,8.710
1216,,0.253530,-34.495178,8.390
1217,,0.253579,27.612150,8.660
1218,,0.253677,-24.485181,8.710
1219,,0.253762,-42.103368,9.130
1220,,0.253982,60.340468,10.550
1221,,0.254019,-30.935046,9.400
1222,,0.254077,53.074161,10.360
1223,,0.254189,-40.095977,7.500
1224,,0.254199,-40.092132,9.690
1225,,0.254228,68.006498,11.670
1226,,0.254470,-42.165003,8.700
1227,,0.254517,45.179214,8.350
1228,,0.254519,-6.138214,7.750
1229,,0.254555,-16.756248,7.670
1230,,0.254911,-42.496532,9.700
1231,,0.254953,44.203397,6.760
1232,,0.255985,28.587169,7.330
1233,,0.256099,62.696229,9.120
1234,,0.256184,-32.045274,7.890
1235,,0.256824,-13.054433,8.530
1236,,0.257191,-30.169159,8.790
1237,,0.257380,24.069702,9.460
1238,,0.257549,64.275160,10.660
1239,,0.257579,-3.654190,9.110
1240,,0.257803,-16.133807,11.490
1241,,0.258164,-40.454695,7.650
1242,,0.258494,52.036136,9.160
1243,,0.259025,13.419408,7.870
1244,,0.259265,-69.751481,9.080
1245,,0.259364,50.050304,7.450
1246,,0.259513,-24.346461,9.160
1247,,0.260730,5.843847,6.980
1248,,0.261371,-71.426105,8.780
1249,,0.261438,-26.442348,10.000
1250,,0.261704,-7.306514,8.930
1251,,0.261845,11.609652,9.440
1252,,0.262117,-35.150279,8.450
1253,,0.262480,45.543881,8.240
1254,,0.262511,39.020844,8.570
1255,,0.262812,49.330165,8.270
1256,,0.263074,-66.924059,8.540
1257,,0.263501,59.440263,7.900
1258,,0.263592,-11.990188,8.880
1259,,0.263958,-24.123033,10.440
1260,,0.263969,42.343923,8.460
1261,,0.264323,60.431565,10.830
1262,,0.264339,-5.601215,7.480
1263,,0.264344,2.702277,8.400
1264,,0.264405,-8.876267,9.050
1265,,0.264720,58.329315,8.640
1266,,0.265239,61.000172,6.430
1267,,0.265257,-75.911615,6.490
1268,,0.265352,-50.167354,8.770
1269,,0.265635,-20.416146,9.880
1270,,0.265917,4.251116,7.130
1271,,0.266257,38.758959,8.050
1272,,0.266628,-9.479564,8.570
1273,,0.266706,-22.421596,9.760
1274,,0.267212,-67.899411,8.430
1275,,0.267236,14.707314,8.390
1276,,0.267224,-48.260852,11.580
1277,,0.267380,-42.671042,8.070
1278,,0.267402,-43.118936,10.420
1279,,0.267553,-71.251434,9.220
1280,,0.267596,-25.657170,10.370
1281,,0.267693,-58.773898,8.240
1282,,0.267967,-14.053598,9.010
1283,,0.268122,88.401193,9.120
1284,,0.268171,8.115541,7.590
1285,,0.268923,-37.561527,9.110
1286,,0.269126,-31.446394,5.660
1287,,0.269286,47.892842,8.830
1288,,0.269536,-27.778319,9.350
1289,,0.269692,55.868024,9.020
1290,,0.269698,-63.162041,8.540
1291,,0.269860,-79.851182,6.590
1292,,0.269879,30.532577,8.790
1293,,0.270527,76.950755,6.350
1294,,0.270724,19.860459,11.790
1295,,0.270726,35.178319,8.920
1296,,0.271265,-22.577995,9.580
1297,,0.272192,-33.469436,9.530
1298,,0.272460,16.646367,9.740
1299,,0.272422,71.930989,9.740
1300,,0.272645,43.595049,6.120
1301,,0.272712,-7.030112,8.690
1302,,0.272846,-19.399609,8.780
1303,,0.273182,-22.588015,7.900
1304,,0.273175,-34.829317,9.070
1305,,0.273340,-43.780136,7.880
1306,,0.273448,-46.719835,11.060
1307,,0.273440,-70.392369,7.180
1308,,0.273808,53.945641,7.220
1309,,0.274351,-36.796289,9.200
1310,,0.275368,-56.224689,9.180
1311,,0.275399,-66.690074,7.740
1312,,0.275652,-55.469563,7.810
1313,,0.275683,-32.760428,7.340
1314,,0.275982,-38.830667,9.750
1315,,0.276006,-17.895663,8.560
1316,,0.276106,-13.403904,7.150
1317,,0.276122,8.240154,6.120
1318,,0.276319,15.837200,8.320
1319,,0.276418,-1.523231,8.520
1320,,0.276796,-50.269010,12.380
1321,,0.277061,-21.600558,9.740
1322,,0.277274,-4.977640,9.610
1323,,0.277617,1.850607,6.980
1324,,0.277726,11.938175,8.150
1325,,0.277768,-39.491913,9.510
1326,,0.278021,-30.434609,8.900
1327,,0.278235,54.660146,7.430
1328,,0.278352,-32.688435,6.670
1329,,0.278429,-20.210061,6.500
1330,,0.278452,-41.749836,9.670
1331,,0.278619,36.629812,6.990
1332,,0.278709,20.856694,10.010
1333,,0.278744,41.849525,8.580
1334,,0.279032,36.491502,7.740
1335,,0.279111,47.279398,8.320
1336,,0.279350,13.916805,7.460
1337,,0.279355,10.244778,6.510
1338,,0.279785,-46.574143,8.030
1339,,0.280064,-78.780154,6.780
1340,,0.280482,47.244029,9.210
1341,,0.280670,32.450751,10.040
1342,,0.280777,-49.627740,8.880
1343,,0.281041,46.614272,7.180
1344,,0.281261,81.663637,8.670
1345,,0.281363,-14.717983,8.530
1346,,0.281604,-52.651149,6.840
1347,,0.281627,-7.191991,8.940
1348,,0.281656,49.461915,6.520
1349,,0.281664,-15.474247,9.230
1350,,0.281944,23.256193,6.950
1351,,0.282513,61.533185,5.740
1352,,0.282600,63.552985,7.880
1353,,0.282654,-58.151933,7.650
1354,,0.283389,53.243268,7.750
1355,,0.283737,21.774085,9.360
1356,,0.284020,2.371456,8.500
1357,,0.284122,84.955056,7.800
1358,,0.284176,28.314313,9.200
1359,,0.284260,-13.061094,9.010
1360,,0.284689,56.909572,7.610
1361,,0.284756,10.502130,8.650
1362,,0.284875,-1.653014,8.380
1363,,0.284863,38.681636,4.610
1364,,0.284907,31.074180,7.630
1365,,0.285074,40.948295,8.990
1366,,0.285245,-12.040241,8.440
1367,,0.285411,48.564550,8.910
1368,,0.285724,-36.679914,10.510
1369,,0.285845,47.947405,5.860
1370,,0.286530,18.178366,10.180
1371,,0.286687,-18.305676,10.670
1372,,0.286655,-61.258362,8.500
1373,,0.286716,-44.364313,8.640
1374,,0.286792,23.597609,7.900
1375,,0.286992,-14.109165,9.510
1376,,0.287723,-4.448970,8.830
1377,,0.287725,24.661304,8.530
1378,,0.287739,54.980713,7.930
1379,,0.287900,-43.852734,7.960
1380,,0.288544,62.825871,8.560
1381,,0.288655,2.476726,9.060
1382,,0.288835,0.589851,8.960
1383,,0.288963,29.183006,11.540
1384,,0.289299,-71.915789,10.070
1385,,0.289361,16.508426,9.730
1386,,0.289611,18.859499,10.510
1387,,0.289544,16.510408,8.780
1388,,0.289983,-44.651247,8.540
1389,,0.290117,-51.522439,9.360
1390,,0.290119,-66.567085,8.300
1391,,0.290152,8.876517,6.660
1392,,0.291025,-46.335786,9.320
1393,,0.291148,-65.661334,9.260
1394,,0.291326,0.321237,7.710
1395,,0.291722,-47.433405,11.360
1396,,0.291772,-59.951163,11.300
1397,,0.291825,45.765872,8.820
1398,,0.292245,50.287344,9.280
1399,,0.292417,-19.051092,6.460
1400,,0.292503,24.667824,10.830
1401,,0.292518,36.550420,7.570
1402,,0.292926,-69.878431,8.250
1403,,0.293030,65.268848,12.120
1404,,0.293483,-64.378804,11.300
1405,,0.294080,44.744901,7.890
1406,,0.294118,-52.801003,10.420
1407,,0.294378,12.042402,8.350
1408,,0.294547,37.537641,9.090
1409,,0.294695,-8.682265,10.990
1410,,0.294738,-60.799243,7.670
1411,,0.294855,73.637602,9.370
1412,,0.295295,51.433090,6.110
1413,,0.295771,26.569490,9.160
1414,,0.295784,53.711235,7.880
1415,,0.295999,-48.161644,10.400
1416,,0.296417,-3.274516,10.430
1417,,0.296416,-66.358906,7.790
1418,,0.296583,1.688727,6.190
1419,,0.296565,-6.154622,8.260
1420,,0.296743,-6.188273,10.010
1421,,0.296770,-1.862735,7.100
1422,,0.297017,-79.232390,7.920
1423,,0.297072,-48.062731,9.350
1424,,0.297216,16.331013,7.210
1425,,0.297327,59.057587,7.710
1426,,0.297567,20.226994,6.910
1427,,0.297611,-49.290667,9.560
1428,,0.297636,51.074463,8.660
1429,,0.297668,4.953294,9.260
1430,,0.297897,-17.567049,9.440
1431,,0.298007,44.577946,7.380
1432,,0.298018,7.866043,7.530
1433,,0.298421,18.045194,9.380
1434,,0.298516,0.377821,8.880
1435,,0.298873,4.698876,12.220
1436,,0.298974,12.771466,6.540
1437,,0.298988,-25.916679,8.170
1438,,0.299151,34.575523,8.470
1439,,0.299352,40.226950,9.940
1440,,0.299465,-7.845631,11.030
1441,,0.299685,-13.455640,6.510
1442,,0.299854,40.746747,7.710
1443,,0.300070,9.511917,9.920
1444,,0.300183,9.514746,9.160
1445,,0.300245,31.291836,8.300
1446,,0.300636,-21.831752,8.150
1447,,0.300777,-69.061771,8.530
1448,,0.300873,-45.762787,9.260
1449,,0.301568,-83.061346,9.760
1450,,0.301697,-26.907861,9.700
1451,,0.302047,-51.670215,9.350
1452,,0.302191,3.796763,7.200
1453,,0.302558,46.214313,6.830
1454,,0.302773,-52.967990,9.310
1455,,0.302836,-65.063250,8.960
1456,,0.302927,34.310437,10.220
1457,,0.303373,52.412552,8.100
1458,,0.304083,72.946756,7.560
1459,,0.304608,10.202782,10.880
1460,,0.304613,-75.663272,8.430
1461,,0.304708,-21.138460,6.690
1462,,0.304791,11.206214,6.070
1463,,0.304927,61.727056,7.630
1464,,0.305092,-34.173212,8.680
